zhqaqd,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/zhqaqd,0
54p1ew,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/54p1ew,0
swi2tr,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/swi2tr,0
3bfsdk,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/3bfsdk,0
7ri928,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/7ri928,0
b1s2ch,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/b1s2ch,0
fhn5i2,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/fhn5i2,0
2azkcs,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/2azkcs,0
cf4t8h,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/cf4t8h,0
dg8xra,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/dg8xra,0
63bz5p,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/63bz5p,0
hk75rr,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/hk75rr,0
7t17ee,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/7t17ee,0
zsv3j4,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/zsv3j4,0
kzmvxc,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/kzmvxc,0
53fh3k,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/53fh3k,0
7k7esz,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/7k7esz,0
50t777,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/50t777,0
m60hak,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/m60hak,0
mxj9sg,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/mxj9sg,0
myk2fp,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/myk2fp,0
ppax32,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/ppax32,0
x92qg9,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/x92qg9,0
y3gyks,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/y3gyks,0
i8q4hg,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/i8q4hg,0
k4e67w,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/k4e67w,0
wxj6vp,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/wxj6vp,0
8sybhe,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/8sybhe,0
kfi2e4,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/kfi2e4,0
vzcj3w,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/vzcj3w,0
2q1hw9,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/2q1hw9,0
ds7yz2,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/ds7yz2,0
m7vkjc,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/m7vkjc,0
05ui88,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/05ui88,0
p482qb,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/p482qb,0
ys109y,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/ys109y,0
9prgnq,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/9prgnq,0
j9yewh,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/j9yewh,0
txpngy,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/txpngy,0
w5258t,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/w5258t,0
h7jj7v,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/h7jj7v,0
hhi906,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/hhi906,0
zjgy0c,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/zjgy0c,0
fu94gr,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/fu94gr,0
3dx5i5,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/3dx5i5,0
y1cikk,0,9786072407343,MXP709004211,1,http://sso.smit.com.mx/dev/sso/qr/y1cikk,0
